Companyname,Companyid,business_development_manager,page_views,offers,orders,company_reply_rate,product_completness,total_order_value_in_euro,monetize_amount,wootric_score,total_points,Groups on Final Points,,cluster
Richard Steinebach Chemikalien GmbH & Co. KG,17104,Julian Panchyrz,0.019291477,0,0,0.444444444,0.453333333,0,0,0,45.85346272,1,,2
UAB Oqema,12426,Oksana Senchyshyn,0.14472115,0.01594533,0,0.274074074,0.43243553,0,0,0,45.75060379,1,,3
JSC Kurgansemena,16402,Oksana Senchyshyn,0.0042792,0,0,0.2,0.71,0,0,0,45.71396001,1,,4
"Medir Ferrer y CIA, S.A.",6825,Juan Alvarado,0.004138899,0,0,0.2,0.71,0,0,0,45.70694493,1,,4
DW OIL Trading GmbH,250,Julian Panchyrz,0.009961417,0,0,0.333333333,0.57,0,0,0,45.66473752,1,,4
NAVSCAPE INTERMED,4255,Dimitrios Ntounas,0.007927043,0,0,0.428571429,0.476666667,0,0,0,45.65825692,1,,2
Royal Srl,28752,Marcello Sanz,0.002455279,0,0,0,0.905555556,0,0,0,45.40054172,1,,4
SPEX GROUP SP.Z O.O.,12388,na,0,0,0,0,0.906666667,0,0,0,45.33333333,1,,4
SIOF SPA,29290,Marcello Sanz,0.008839004,0,0,0,0.894166667,0,0,0,45.15028353,1,,4
OQEMA Ukraine LLC,13178,Oksana Senchyshyn,0.032549982,0.009111617,0.009090909,0.4,0.390886076,0.000898557,0,0,44.90216387,1,,3
Reys Portugal,10511,Juan Alvarado,0.012206243,0,0,0.1,0.785833333,0,0,0,44.90197884,1,,4
LEPID LIFE SCIENCES PVT LTD,3808,Julian Panchyrz,0.021185549,0,0,0.578125,0.29254902,0,0,0,44.59297843,1,,2
Alufluor AB,27850,Dimitrios Ntounas,0.001403016,0,0,0,0.89,0,0,0,44.57015082,1,,4
Alumina doo,1894,Dimitrios Ntounas,0.025675202,0,0,0.210526316,0.652352941,0,0,0,44.42772293,1,,4
Alfa Kimya A.Ş.,21842,Umut Öztürk,0.004840407,0.002277904,0.009090909,0,0.835,0,0,0,44.26578303,1,,4
N S Mint Products Pvt Ltd,32316,Umut Öztürk,0.001894072,0,0,0,0.883333333,0,0,0,44.26137028,1,,4
Sanodyna Vietnam Co. Ltd,14220,Umut Öztürk,0.011715188,0.002277904,0,0,0.86,0,0,0,44.04134025,1,,4
NCT Group,25130,Juan Alvarado,0.019852683,0,0,0,0.86,0,0,0,43.99263416,1,,4
HSH Chemie GmbH,17916,Julian Panchyrz,0.017257103,0,0,0,0.86,0,0,0,43.86285514,1,,4
"GM Chemical Co., Limited",20741,Dimitrios Ntounas,0.003647843,0.006833713,0,0,0.842777778,0,0,0,43.68802363,1,,4
JSC KAUSTIK,1850,Oksana Senchyshyn,0.00933006,0,0,0.153846154,0.71,0,0,0,43.65881067,1,,4
Resiplast,2799,Houcem Bakkari,0.006874781,0.002277904,0,0.333333333,0.523333333,0,0,0,43.63265324,1,,4
AZIMAX PETROL GIDA ENERJI INSAAT TURIZM DANISMANLIK TEKSTIL VE SAN TIC IHR.ITH. LTD STI,12644,Umut Öztürk,0.011294283,0,0,0,0.86,0,0,0,43.56471414,1,,4
Ravago Chemicals Austria GmbH,18682,Julian Panchyrz,0.010522624,0.004555809,0,0.555555556,0.286363636,0,0,0,43.53325251,1,,2
deleted_Zep Industries,25381,Caroline Gerçek,0.005752368,0,0,0,0.864418605,0,0,0,43.50854861,1,,4
Productos Albi,24051,Anna Ziemes,0.009680814,0,0,0,0.86,0,0,0,43.48404069,1,,4
QUATERNIA S.L.,10792,Anna Ziemes,0.009470361,0,0,0,0.86,0,0,0,43.47351806,1,,4
ImEx Chem Global,26148,Tunahan Güzel,0.002174676,0,0,0.25,0.616666667,0,0,0,43.44206711,1,,4
Weylchem Performance Products GmbH,13492,Florian Pagels,0.008628551,0,0,0,0.86,0,0,0,43.43142757,1,,4
FRA.MIC. SRL,20724,Marcello Sanz,0.008418099,0,0,0,0.86,0,0,0,43.42090495,1,,4
McElwaine Technical Services,27898,Dimitrios Ntounas,0.007435987,0,0,0,0.86,0,0,0,43.37179937,1,,4
IMMA Global Technick S.A.,30708,Umut Öztürk,0.007085233,0,0,0,0.86,0,0,0,43.35426166,1,,4
Derkim Kimya A.S,25158,Umut Öztürk,0.006032971,0,0,0,0.86,0,0,0,43.30164854,1,,4
BEAL GROUP LLC,20690,Oksana Senchyshyn,0.004489653,0,0,0,0.86,0,0,0,43.22448264,1,,4
HPO Service GmbH,32398,Julian Panchyrz,0.003998597,0,0,0,0.86,0,0,0,43.19992985,1,,4
LUBREXCEL SALES & DISTRIBUTION SRL,24021,Dimitrios Ntounas,0.00343739,0,0,0,0.86,0,0,0,43.17186952,1,,4
PROVENÇALE SA,15789,Houcem Bakkari,0.00343739,0,0,0,0.86,0,0,0,43.17186952,1,,4
"CopperSMART, LLc",12772,Oksana Senchyshyn,0.002665731,0,0,0,0.86,0,0,0,43.13328657,1,,4
HW Projekt GmbH,22690,Florian Pagels,0.00252543,0,0,0,0.86,0,0,0,43.12627148,1,,4
GEH Wasserchemie GmbH & Co. KG,13980,Florian Pagels,0.002455279,0,0,0,0.86,0,0,0,43.12276394,1,,4
Gastrim Europe Ltd,20266,Dimitrios Ntounas,0.002314977,0,0,0,0.86,0,0,0,43.11574886,1,,4
NANOVISION,7323,Dimitrios Ntounas,0.001473167,0,0,0,0.86,0,0,0,43.07365837,1,,4
Akkim Kimya San. ve Tic. A.S.,34080,Umut Öztürk,0.001332866,0,0,0,0.86,0,0,0,43.06664328,1,,4
FARMA QUIMICA SUR S.L.,12897,Juan Alvarado,0.001262715,0,0,0,0.86,0,0,0,43.06313574,1,,4
Klaus F. Meyer GmbH,1423,Julian Panchyrz,0.043914416,0.009111617,0,0.382352941,0.398534483,0,0,0,43.06241546,1,,3
Sunlite Industrial Enterprise,24444,Houcem Bakkari,0.001052262,0,0,0,0.86,0,0,0,43.05261312,1,,4
GYAN FLAVOURS EXPORT,12549,Marcello Sanz,0.000911961,0,0,0,0.86,0,0,0,43.04559804,1,,4
IntegraFerm e. U.,25568,Florian Pagels,0.000631357,0,0,0,0.86,0,0,0,43.03156787,2,,4
Erkim Gıda Pazarlama Kimya San. ve Tic A.Ş.,25532,Umut Öztürk,0.000561207,0,0,0,0.86,0,0,0,43.02806033,2,,4
"Productos Paorga, S. L.",18299,Anna Ziemes,0.000561207,0,0,0,0.86,0,0,0,43.02806033,2,,4
Nanomatics Pte Ltd,36268,Dimitrios Ntounas,0.000491056,0,0,0,0.86,0,0,0,43.02455279,2,,4
ONBİRON KİMYA SAN VE TİC A.Ş.,34340,Umut Öztürk,0.000491056,0,0,0,0.86,0,0,0,43.02455279,2,,4
International Furan Chemicals B.V.,30816,Juan Alvarado,0.000420905,0,0,0,0.86,0,0,0,43.02104525,2,,4
Sterilco sp. z o.o.,32635,Oksana Senchyshyn,0.000420905,0,0,0,0.86,0,0,0,43.02104525,2,,4
Xmit Holding Aps,33440,Dimitrios Ntounas,0.000420905,0,0,0,0.86,0,0,0,43.02104525,2,,4
Nanografi A.S,23058,Umut Öztürk,0.000350754,0,0,0,0.86,0,0,0,43.01753771,2,,4
ChemStop Chemicals Co. Ltd.,34120,Umut Öztürk,0.000280603,0,0,0,0.86,0,0,0,43.01403016,2,,4
Ako Chemicals Ltd,34431,na,0,0,0,0,0.86,0,0,0,43,2,,4
All Stars Gold Mining Company Ltd,27788,na,0,0,0,0,0.86,0,0,0,43,2,,4
A.MARTENS B.V.,35059,na,0,0,0,0,0.86,0,0,0,43,2,,4
Amon Chemicals,28675,Umut Öztürk,0,0,0,0,0.86,0,0,0,43,2,,4
Atalimo SA,21063,na,0,0,0,0,0.86,0,0,0,43,2,,4
BRMMARKETING BRMESSENTIALOILS,11110,na,0,0,0,0,0.86,0,0,0,43,2,,4
"BYN Chemical Co., Ltd.",29240,na,0,0,0,0,0.86,0,0,0,43,2,,4
Caluanie Muelear Oxidize,25920,na,0,0,0,0,0.86,0,0,0,43,2,,4
Carolus Chemical GmbH,22769,Florian Pagels,0,0,0,0,0.86,0,0,0,43,2,,4
Chemical Elements GmbH,18449,Florian Pagels,0,0,0,0,0.86,0,0,0,43,2,,4
Chemzzo Dyestuffs,31055,na,0,0,0,0,0.86,0,0,0,43,2,,4
Corelife Medical,32889,na,0,0,0,0,0.86,0,0,0,43,2,,4
deleted_Evonik Operations GmbH,34840,na,0,0,0,0,0.86,0,0,0,43,2,,4
"Dongguan City Betterly New Materials Co., Ltd.",19558,na,0,0,0,0,0.86,0,0,0,43,2,,4
Feicheng Hongrui Fine Chemicals Material Manufacturer,30324,na,0,0,0,0,0.86,0,0,0,43,2,,4
Global Chemicals,25228,na,0,0,0,0,0.86,0,0,0,43,2,,4
Golchha PIGMENTS,11609,na,0,0,0,0,0.86,0,0,0,43,2,,4
"Hebei Yime New Material Technology Co., Ltd.",32183,na,0,0,0,0,0.86,0,0,0,43,2,,4
Honey Sugar Product,12326,na,0,0,0,0,0.86,0,0,0,43,2,,4
h.r.bioanalysis srl,23470,na,0,0,0,0,0.86,0,0,0,43,2,,4
legitimamente,34748,na,0,0,0,0,0.86,0,0,0,43,2,,4
Marine Engineering Technology SLP,27401,Anna Ziemes,0,0,0,0,0.86,0,0,0,43,2,,4
metalsolutons,28543,na,0,0,0,0,0.86,0,0,0,43,2,,4
Nostra Domum,17403,na,0,0,0,0,0.86,0,0,0,43,2,,4
OIL4VAP SL,24721,na,0,0,0,0,0.86,0,0,0,43,2,,4
Paramount Enterprises,10617,na,0,0,0,0,0.86,0,0,0,43,2,,4
QolorTech BV,23460,Juan Alvarado,0,0,0,0,0.86,0,0,0,43,2,,4
"Shanxi Hengyuan Kaolin Co., Ltd.",29059,na,0,0,0,0,0.86,0,0,0,43,2,,4
Subana Dış Ticaret Ltd. Şti.,29293,na,0,0,0,0,0.86,0,0,0,43,2,,4
TC-Bromine,12780,na,0,0,0,0,0.86,0,0,0,43,2,,4
Vitaforest LLC,15508,na,0,0,0,0,0.86,0,0,0,43,2,,4
Wright and Co,21562,na,0,0,0,0,0.86,0,0,0,43,2,,4
"Wuhan Bosman Medicine Technology Co., Ltd.",16843,na,0,0,0,0,0.86,0,0,0,43,2,,4
"Wuhan Lwax Pharma Tech co.,ltd",30229,na,0,0,0,0,0.86,0,0,0,43,2,,4
"Wuhan Lwax Pharma Tech Co., LTD",36655,na,0,0,0,0,0.86,0,0,0,43,2,,4
"ZingaMetall Europe, Ltd.",28344,na,0,0,0,0,0.86,0,0,0,43,2,,4
Polychem Handelsges.m.b.H.,21105,Florian Pagels,0.003156787,0,0,0,0.856666667,0,0,0,42.99117269,2,,4
SoleChem Kimya AS,29650,Umut Öztürk,0.003297089,0,0,0,0.855,0,0,0,42.91485444,2,,4
City Chem Shanghai Limited,1308,Houcem Bakkari,0.004209049,0,0,0.375,0.477737705,0,0,0,42.84733772,2,,4
Egypt Global Silicates,15393,Houcem Bakkari,0.014591371,0.006833713,0,0,0.81,0,0,0,42.59631117,2,,4
Norchem Polyesters LLC,2079,Oksana Senchyshyn,0.016064539,0.01594533,0,0.25,0.518,0,0,0,42.392293,2,,4
Seralgaz Industrial and Medical Gases Corp.,23239,Umut Öztürk,0.003016485,0,0,0,0.843333333,0,0,0,42.31749094,2,,4
Viana Chemicals,26089,Dimitrios Ntounas,0.001192564,0,0,0,0.84,0,0,0,42.0596282,2,,4
EcoSphere Speciality,2921,na,0.009470361,0,0,0.411764706,0.419230769,0,0,0,42.02329182,2,,3
Polytrade Global GmbH,9772,Florian Pagels,0.004068748,0,0,0,0.835714286,0,0,0,41.98915168,2,,4
Aditya Soyatech,3966,Houcem Bakkari,0.014240617,0,0,0.111111111,0.71,0,0,0,41.76758642,2,,4
Dev International,29182,Umut Öztürk,0,0,0,0,0.835,0,0,0,41.75,2,,4
Cellco Chemicals S.A.,33449,Dimitrios Ntounas,0.001894072,0,0,0,0.83,0,0,0,41.59470361,2,,4
Borealis AG,729,Julian Panchyrz,0.061873027,0,0,0.055555556,0.71,0,0,0,41.37142913,2,,4
DISACHIM,18157,Houcem Bakkari,0.00084181,0,0,0.461538462,0.36,0,0,0,41.11901357,2,,3
Petroroma,32830,Umut Öztürk,0.006524027,0.006833713,0,0.25,0.535,0,0,0,40.94294393,2,,4
Kraeber & Co,407,Florian Pagels,0.072746405,0,0,0.24,0.506027397,0,0,0,40.9386901,2,,4
Çukurova Kimya Endüstrisi A.Ş.,36030,Umut Öztürk,0.001403016,0,0,0,0.817142857,0,0,0,40.92729368,2,,4
Stea s.r.l.,4957,Marcello Sanz,0.029042441,0.009111617,0,0.291666667,0.457380952,0,0,0,40.72682648,2,,4
Sai Fine Chemicals,28559,na,0,0,0,0,0.81,0,0,0,40.5,2,,4
Lansin,8333,Fabio Donegatti,0.003016485,0,0,0.166666667,0.64,0,0,0,40.48415761,2,,4
Westbrook Resources,18540,na,0.043984567,0.002277904,0,0,0.754285714,0,0,0,40.36909492,2,,4
HEMPLAB SP Z O O,14790,Oksana Senchyshyn,0.003156787,0.004555809,0,0,0.785,0,0,0,40.31900109,2,,4
CFS Europe SpA,15244,Marcello Sanz,0.004700105,0,0,0,0.8,0,0,0,40.23500526,2,,4
"Speranza Chemical Co., Ltd",32032,na,0,0,0,0,0.804545455,0,0,0,40.22727273,2,,4
Veeraco Colourants Pvt. Ltd.,11622,Oksana Senchyshyn,0.014661522,0.006833713,0,0.25,0.511407407,0,0,0,40.17018908,2,,4
Crafted Spirits,6296,Mladen Vidojevic,0.003156787,0.002277904,0,0.3125,0.476666667,0,0,0,40.07175355,2,,4
Polbalt sp. z o. o.,1418,Oksana Senchyshyn,0.019501929,0,0,0.210526316,0.57,0,0,0,40.00141225,2,,4
Rho Nano,942,Oksana Senchyshyn,0.01192564,0,0,0.076923077,0.71,0,0,0,39.94243585,2,,4
Stand-Chem Kft.,805,Dimitrios Ntounas,0.008909155,0.002277904,0,0.37704918,0.403773585,0,0,0,39.94217686,2,,3
Trim Teknoloji ve Servis A.S..,18440,Umut Öztürk,0.065170116,0.06833713,0,0.254385965,0.202857143,0,0,0,39.78808714,2,,3
Nordisk Perlite APS,19520,Florian Pagels,0.006032971,0,0,0,0.785,0,0,0,39.55164854,2,,4
Penpet Petrochemical Trading GmbH,1425,Florian Pagels,0.028130481,0.013667426,0,0.206666667,0.500933333,0,0,0,39.52000922,2,,4
KERONA GmbH,22907,Florian Pagels,0.002314977,0,0,0,0.785,0,0,0,39.36574886,2,,4
Nupol Chemicals LLP,23929,Dimitrios Ntounas,0.009049456,0,0,0,0.777619048,0,0,0,39.3334252,2,,4
Erie-Electroverre SA,25319,na,0,0,0,0,0.786666667,0,0,0,39.33333333,2,,4
deleted_TDI 2008,30139,na,0,0,0,0,0.785,0,0,0,39.25,2,,4
flame care gmbh,19575,na,0,0,0,0,0.785,0,0,0,39.25,2,,4
Nutrimix hayvan yemcilik ticaret anonim şirketi,29623,na,0,0,0,0,0.785,0,0,0,39.25,2,,4
platanus -h kft,23897,na,0,0,0,0,0.785,0,0,0,39.25,2,,4
PROSILICONES64,13758,na,0,0,0,0,0.785,0,0,0,39.25,2,,4
S.A.I.R.A.S.CORPORATION,28270,na,0,0,0,0,0.785,0,0,0,39.25,2,,4
Shaanxi Porvoo Biotech Ltd,28533,na,0,0,0,0,0.785,0,0,0,39.25,2,,4
Shree Sonal Mines,12874,na,0,0,0,0,0.785,0,0,0,39.25,2,,4
Illumine Consultants (Chemicals | Performance Materials),14798,Houcem Bakkari,0.003647843,0.002277904,0,0,0.771666667,0,0,0,39.22130634,2,,4
UBE Europe GmbH (UBE Group),25786,Julian Panchyrz,0.005331463,0,0,0,0.775,0,0,0,39.01657313,2,,4
Khushi Dyechem,9650,Oksana Senchyshyn,0.009049456,0,0,0.476190476,0.287464789,0,0,0,38.63523606,2,,3
Arkem Chemicals Bulgaria,9475,Dimitrios Ntounas,0.011153981,0.006833713,0,0.396551724,0.336216216,0,0,0,38.56283867,2,,3
Khandelwal Orgosol Pvt. Ltd.,4161,Umut Öztürk,0.000911961,0,0,0.2,0.57,0,0,0,38.54559804,2,,4
Solberg Industri AS,1719,Dimitrios Ntounas,0.005331463,0,0,0.473684211,0.29,0,0,0,38.45078366,2,,3
Bioinagro srl,6257,Marcello Sanz,0.051981761,0,0,0,0.71,0,0,0,38.09908804,2,,4
Synovelle,19255,Dimitrios Ntounas,0.007155384,0,0,0.083333333,0.6708,0,0,0,38.06443587,2,,4
BERKIM KAUCUK PLASTIK KIMYA SAN VE TIC AS,1804,Umut Öztürk,0.010803227,0,0,0.5,0.2492,0,0,0,38.00016135,2,,3
L-OPTIMA ELEMENT TECH COMPANY,35746,na,0,0,0,0,0.76,0,0,0,38,2,,4
Thrutek Applied Materials Inc.,19408,Dimitrios Ntounas,0,0,0,0,0.76,0,0,0,38,2,,4
Asianol Lubricants Ltd,9676,Juan Alvarado,0.000911961,0,0,0,0.7525,0,0,0,37.67059804,2,,4
VAIKASH EXIMS,15592,na,0,0,0,0,0.752857143,0,0,0,37.64285714,2,,4
Kanami d.o.o,5296,Dimitrios Ntounas,0.011715188,0,0,0.19047619,0.542,0,0,0,37.20956891,2,,4
ChiraSol GmbH,8648,Florian Pagels,0.00252543,0,0,0.166666667,0.573255814,0,0,0,37.12239551,2,,4
Hangzhou Foreign Economic Relations and Trade Service Co Ltd,16197,na,0,0,0,0,0.738333333,0,0,0,36.91666667,2,,4
Sauradip Chemical Industries Pvt. Ltd.,8186,Mladen Vidojevic,0.016695896,0.002277904,0,0,0.71,0,0,0,36.79037567,2,,4
IRISEM,25918,Anna Ziemes,0.000210452,0,0,0,0.731428571,0,0,0,36.5819512,2,,4
Bactitox Uk Limited,12364,Dimitrios Ntounas,0.020694493,0,0,0,0.71,0,0,0,36.53472466,2,,4
Ogai Corp,27240,Dimitrios Ntounas,0.001543318,0.004555809,0,0,0.71,0,0,0,36.48832764,2,,4
ASK Chemicals GmbH,25422,Julian Panchyrz,0.025885654,0,0,0,0.703333333,0,0,0,36.46094937,2,,4
Radix Conia Makina Techizat Otomotiv Gida Ith. Ihr. San. Tic. LTD. STI,6837,Umut Öztürk,0.062364083,0,0,0.166666667,0.5,0,0,0,36.45153747,2,,4
Lapointe Gıda İth. İhr. ve Tic. Ltd. Şti.,7350,Umut Öztürk,0.003086636,0.004555809,0,0.230769231,0.476666667,0,0,0,36.43728842,2,,4
Arham Petrochem,10697,Oksana Senchyshyn,0.013960014,0,0,0.125,0.5875,0,0,0,36.3230007,2,,4
CP Metal Chemicals B.V.,2043,Juan Alvarado,0.015222729,0,0,0,0.71,0,0,0,36.26113644,2,,4
Moser & ASSOCIATES,20676,Julian Panchyrz,0.005331463,0.002277904,0,0,0.71,0,0,0,36.222154,2,,4
CnP Polymer GmbH,12546,Florian Pagels,0.003858295,0.002277904,0,0,0.71,0,0,0,36.14849563,2,,4
ASCOTEC,24787,Houcem Bakkari,0.012346545,0,0,0,0.71,0,0,0,36.11732725,2,,4
Kaustik Europe B.V.,10297,Juan Alvarado,0.016836198,0,0,0.1875,0.5175,0,0,0,36.09180989,2,,4
Performance Additives Europe GmbH,1898,Florian Pagels,0.014801824,0.002277904,0,0,0.697272727,0,0,0,36.05930843,2,,4
UDO Mining,9656,Umut Öztürk,0.001473167,0.002277904,0,0,0.71,0,0,0,36.02923923,2,,4
Nimaco Chemicals,903,Dimitrios Ntounas,0.010452473,0,0,0,0.71,0,0,0,36.02262364,2,,4
DC Solutions s.r.o.,3657,na,0.010382322,0,0,0,0.71,0,0,0,36.0191161,2,,4
Standard Water srl,1179,Marcello Sanz,0.001122413,0.002277904,0,0,0.71,0,0,0,36.01170153,2,,4
Chem Factory SRL,13028,Dimitrios Ntounas,0.009470361,0,0,0,0.71,0,0,0,35.97351806,2,,4
Jürgen Schoos Export Gmbh,528,Florian Pagels,0.009049456,0,0,0,0.71,0,0,0,35.95247282,2,,4
Ronda GmbH,12530,Florian Pagels,0.008628551,0,0,0,0.71,0,0,0,35.93142757,2,,4
HM Industrieservice GmbH,28765,Florian Pagels,0.00764644,0,0,0,0.71,0,0,0,35.88232199,2,,4
QP Germany OHG,2436,Julian Panchyrz,0.004209049,0,0,0.142857143,0.57,0,0,0,35.85330962,2,,4
Brimstone Kimya Sanayi ve Ticaret A.S.,17315,Umut Öztürk,0.006944932,0,0,0,0.71,0,0,0,35.84724658,2,,4
Watter BV,21844,Juan Alvarado,0.006453876,0,0,0,0.71,0,0,0,35.82269379,2,,4
Sonic Biochem Extractions Pvt. Ltd.,13103,Oksana Senchyshyn,0.006243423,0,0,0,0.71,0,0,0,35.81217117,2,,4
prefere paraform GmbH & Co. KG,24291,Julian Panchyrz,0.001052262,0,0,0,0.715,0,0,0,35.80261312,2,,4
Global Company for Chemical Industries,1686,Zaid Abu-Shehab,0.00596282,0,0,0,0.71,0,0,0,35.798141,2,,4
TETRA Chemicals Europe AB,21068,Dimitrios Ntounas,0.005752368,0,0,0,0.71,0,0,0,35.78761838,2,,4
AIP Associates,18254,Juan Alvarado,0.005050859,0,0,0,0.71,0,0,0,35.75254297,2,,4
Suwarna Industries,9298,Juan Alvarado,0.004700105,0,0,0,0.71,0,0,0,35.73500526,2,,4
TERRAZO DE MEXICO,10134,Juan Alvarado,0.004559804,0,0,0,0.71,0,0,0,35.72799018,2,,4
LIQUICHEM Handelsgesellschaft mbH,1438,Florian Pagels,0.001753771,0,0,0,0.7125,0,0,0,35.71268853,2,,4
Carus Europe,7223,Juan Alvarado,0.003928446,0,0,0,0.71,0,0,0,35.69642231,2,,4
CONSELLS CHEMICALS SP. Z O. O.,22645,Oksana Senchyshyn,0.003928446,0,0,0,0.71,0,0,0,35.69642231,2,,4
Triconor Distribution GmbH,1810,Julian Panchyrz,0.003788145,0,0,0,0.71,0,0,0,35.68940723,2,,4
Oak&Wine,22196,Houcem Bakkari,0.003647843,0,0,0,0.71,0,0,0,35.68239214,2,,4
San Nature,1638,na,0.003647843,0,0,0,0.71,0,0,0,35.68239214,2,,4
POLWAX S.A.,1748,Oksana Senchyshyn,0.003577692,0,0,0,0.71,0,0,0,35.6788846,2,,4
Westerhuis Trading,16100,Juan Alvarado,0.003577692,0,0,0,0.71,0,0,0,35.6788846,2,,4
Portsmouth Aviation,24871,Dimitrios Ntounas,0.00343739,0,0,0,0.71,0,0,0,35.67186952,2,,4
BIOPREMIUM KFT,6460,Dimitrios Ntounas,0.003297089,0,0,0,0.71,0,0,0,35.66485444,2,,4
Tiara Development,10869,Mladen Vidojevic,0.003156787,0,0,0,0.71,0,0,0,35.65783935,2,,4
NeoGraf Solutions,17169,Dimitrios Ntounas,0.002806033,0,0,0,0.71,0,0,0,35.64030165,2,,4
PT TITIAN ABADI LESTARI,19498,Houcem Bakkari,0.002665731,0,0,0,0.71,0,0,0,35.63328657,2,,4
FE Trade,31998,Oksana Senchyshyn,0.002455279,0,0,0,0.71,0,0,0,35.62276394,2,,4
Europigments SL,267,Juan Alvarado,0.002034374,0,0,0,0.71,0,0,0,35.6017187,2,,4
Izolatii Conducte S.R.L.,17328,Dimitrios Ntounas,0.001964223,0,0,0,0.71,0,0,0,35.59821115,2,,4
Terra Nostra Gmbh,766,Florian Pagels,0.00168362,0,0,0,0.71,0,0,0,35.58418099,2,,4
The Masterbatch Company,2597,Houcem Bakkari,0.001613469,0,0,0,0.71,0,0,0,35.58067345,2,,4
Equilex Chemicals B.V.,1678,Juan Alvarado,0.042441249,0,0,0.153225806,0.515806452,0,0,0,35.57367534,2,,4
Cortex Chemicals sp. z o.o.,1149,Oksana Senchyshyn,0.001473167,0,0,0,0.71,0,0,0,35.57365837,2,,4
Erlon Sp. z o.o. sk.,5871,Oksana Senchyshyn,0.001262715,0,0,0,0.71,0,0,0,35.56313574,2,,4
Eurospektras,17576,Oksana Senchyshyn,0.001262715,0,0,0,0.71,0,0,0,35.56313574,2,,4
Chemconserve BV,1913,Juan Alvarado,0.001122413,0,0,0,0.71,0,0,0,35.55612066,2,,4
Transpek Industry Limited,15201,Juan Alvarado,0.001122413,0,0,0,0.71,0,0,0,35.55612066,2,,4
Viltis Sp. z o.o.,26081,Oksana Senchyshyn,0.001122413,0,0,0,0.71,0,0,0,35.55612066,2,,4
Sincerus LLC,24234,na,0,0,0,0,0.711111111,0,0,0,35.55555556,2,,4
Propokan Pro d.o.o.,17011,Dimitrios Ntounas,0.000911961,0,0,0,0.71,0,0,0,35.54559804,2,,4
ANOWASH GmbH,28193,Florian Pagels,0.000771659,0,0,0,0.71,0,0,0,35.53858295,2,,4
ELIX Polymers SLU,35288,Anna Ziemes,0.000701508,0,0,0,0.71,0,0,0,35.53507541,2,,4
MBAS MAKINA VE SANAYI LTD. STI.,23014,Umut Öztürk,0.000631357,0,0,0,0.71,0,0,0,35.53156787,2,,4
Yillar Madencilik iç ve dış tic san ltd şti.,3325,Umut Öztürk,0.000631357,0,0,0,0.71,0,0,0,35.53156787,2,,4
Vietchem,22632,Umut Öztürk,0.000561207,0,0,0,0.71,0,0,0,35.52806033,2,,4
Vugilla Invest LTD,24337,Oksana Senchyshyn,0.000491056,0,0,0,0.71,0,0,0,35.52455279,2,,4
Calibre Chemicals Pvt Ltd.,3052,na,0.000420905,0,0,0,0.71,0,0,0,35.52104525,2,,4
Xingfa Europe GmbH,30125,Florian Pagels,0.000420905,0,0,0,0.71,0,0,0,35.52104525,2,,4
Zhermack spa,11301,Marcello Sanz,0.000350754,0,0,0,0.71,0,0,0,35.51753771,2,,4
Para Food,4407,na,0.000280603,0,0,0,0.71,0,0,0,35.51403016,2,,4
ROWASOL GmbH,34182,Julian Panchyrz,0.000280603,0,0,0,0.71,0,0,0,35.51403016,2,,4
Xellia Kft,25912,Mladen Vidojevic,0.000280603,0,0,0,0.71,0,0,0,35.51403016,2,,4
Akryl,19971,Oksana Senchyshyn,0.000210452,0,0,0,0.71,0,0,0,35.51052262,2,,4
YILDIZ YAPI KIMYASALLARI SAN. VE TIC. LTD. STI.,17138,Umut Öztürk,0.000210452,0,0,0,0.71,0,0,0,35.51052262,2,,4
Foster Chemicals GmbH,24837,Florian Pagels,0.000140302,0,0,0,0.71,0,0,0,35.50701508,2,,4
Clariant AG,16867,Julian Panchyrz,7.02E-05,0,0,0,0.71,0,0,0,35.50350754,2,,4
NanoProf's Holland,12196,Juan Alvarado,7.02E-05,0,0,0,0.71,0,0,0,35.50350754,2,,4
"T & T Chemical Co., Ltd",32371,Dimitrios Ntounas,7.02E-05,0,0,0,0.71,0,0,0,35.50350754,2,,4
aclinicin LLC,32661,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Adm Chemical Limited,12056,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Akmin Mineral Madencilik,35773,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Alperenler Madencilik Sanayi Ticaret Limited Şirketi,35151,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
ALT TRADING,23638,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Amadis Chemical Laboratory,24741,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Amster Microcell Pvt Ltd,24666,Mladen Vidojevic,0,0,0,0,0.71,0,0,0,35.5,2,,4
ARMINAKIL BENTONIT MADEN,17303,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
"Audaxus, Ltd",27968,Mladen Vidojevic,0,0,0,0,0.71,0,0,0,35.5,2,,4
Bentonite World,35970,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
BERANG Grup,31480,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
BI-QEM SA,423,Marcello Sanz,0,0,0,0,0.71,0,0,0,35.5,2,,4
Chemplasa Technology Sdn. Bhd.,28701,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
