Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points
Beyond Leather Materials ApS,17094,0.000836937,0,0.012658228,0,0,0,0,2.57349241
DEMIN-SRM GmbH,28219,0.005858558,0.021297193,0,0,0.024096386,0,0,2.562606793
Helbio S.A.,21395,0.003487237,0.011616651,0,0,0.036144578,0,0,2.562423278
Castimo Ltd. Şti.,27946,0.002231831,0.011616651,0.006329114,0,0.012048193,0,0,2.560656525
ATR Futtermittel GmbH & Co. KG,21989,0.005021621,0.020329138,0,0,0.025817556,0,0,2.558415762
MMC International BV,12498,0.004882131,0.023233301,0.003164557,0,0.010327022,0,0,2.555034134
Iberia Bioenergy,21148,0.002371321,0.043562439,0,0,0.005163511,0,0,2.554863582
Regency Organics Ltd,27606,0.002789789,0,0.009493671,0,0.010327022,0,0,2.554574765
Addisol International LLC,8620,0.003208258,0.035818006,0,0,0.012048193,0,0,2.553722818
Oerlikon Kaynak Elektrodları ve San. AŞ,24011,0.003068768,0.013552759,0,0,0.034423408,0,0,2.552246759
Keol,19360,0.003347747,0.028073572,0.003164557,0,0.006884682,0,0,2.54821144
Algol Chemicals AB,6718,0.005440089,0.030009681,0,0,0.015490534,0,0,2.547015169
NAP Printers Pvt Ltd,33642,0.003487237,0.004840271,0.006329114,0,0.017211704,0,0,2.542783371
AgroTrade Tarım İlaçları San. ve Tic. Ltd. Şti.,27179,0.002789789,0.016456922,0.003164557,0,0.018932874,0,0,2.541890658
AS Kimya,31657,0.005579579,0.016456922,0.006329114,0,0.003442341,0,0,2.539764841
Eurogalva,7041,0.000139489,0,0.012658228,0,0,0,0,2.538620043
AtlanticApex Unp Lda,32310,0.007253452,0.019361084,0,0,0.024096386,0,0,2.535546106
LAPEX Endustriyel Urunler San. ve Tic. A.S.,31119,0.009485284,0.020329138,0,0,0.020654045,0,0,2.523423352
Adam International Engineering Materials trading Co.ltd.,25394,0.001255405,0.007744434,0.009493671,0,0.003442341,0,0,2.520843162
SC Glorious Lighting SRL,25787,0.006416516,0.031945789,0,0,0.012048193,0,0,2.520524864
TG s.r.l.,32678,0.004742642,0.001936108,0.003164557,0,0.030981067,0,0,2.515902266
Heiltropfen Lab. LLP,28903,0.004603152,0.017424976,0.003164557,0,0.015490534,0,0,2.508844484
Nuno Lemos,26122,0.004324174,0.040658277,0,0,0.005163511,0,0,2.507298079
Elbtal Plastics GmbH,20488,0.002092342,0.010648596,0.006329114,0,0.012048193,0,0,2.505279341
TNL18,8190,0.003347747,0.011616651,0.003164557,0,0.022375215,0,0,2.499892039
Clean Easy M. Hewel Chemie,13983,0.005998047,0.026137464,0.003164557,0,0.005163511,0,0,2.497862494
NL Group,31782,0.002929279,0.010648596,0,0,0.036144578,0,0,2.486122674
"WOOJIN COPOLYMER CO.,LTD.",7809,0.022039336,0.008712488,0,0,0.018932874,0,0,2.484234914
Erkut Endüstriyel A.Ş.,23607,0.004184684,0.024201355,0.003164557,0,0.008605852,0,0,2.482505958
Kalkhome VOF,17985,0.002371321,0.011616651,0.006329114,0,0.010327022,0,0,2.481572478
Angara Service LLC,35280,0.003905705,0.031945789,0,0,0.013769363,0,0,2.481042863
Gremolith AG,17663,0.004324174,0.003872217,0.009493671,0,0.003442341,0,0,2.480670735
JAKPAT DIFFUSION,25525,0.005440089,0.013552759,0.006329114,0,0.005163511,0,0,2.473640756
"ANSA POLYMERS LTD.,",28338,0.005021621,0.035818006,0,0,0.008605852,0,0,2.472273933
Kosmetikal srl,32707,0.006974473,0.006776379,0.006329114,0,0.010327022,0,0,2.469716549
EXTRACO SA,36031,0.004184684,0.034849952,0,0,0.010327022,0,0,2.468082901
Pharmakon AB,31894,0.007253452,0.011616651,0.006329114,0,0.005163511,0,0,2.467503489
NJBushing,20968,0.002371321,0.000968054,0.006329114,0,0.020654045,0,0,2.465493781
HanseGrand Agrar,34619,0.003905705,0.03678606,0,0,0.008605852,0,0,2.464880856
SC VERNICOLOR SA,27475,0.002789789,0.012584705,0.006329114,0,0.008605852,0,0,2.464840089
Volzhsky Orgsynthese JSC,22177,0.003905705,0,0.003164557,0,0.032702238,0,0,2.463308524
Kmetija Kreft,34236,0.004742642,0.023233301,0.003164557,0,0.008605852,0,0,2.462001141
Ecofirma International,24581,0.003068768,0.035818006,0,0,0.010327022,0,0,2.460689825
Therna (KANAT paints & coatings),8510,0.00516111,0.016456922,0,0,0.027538726,0,0,2.457837913
STANNOL GmbH & Co. KG,21386,0.002929279,0.007744434,0.003164557,0,0.025817556,0,0,2.457474816
Mimaki Europe,33673,0.005719068,0.013552759,0.003164557,0,0.017211704,0,0,2.457087949
Tartu Terminal AS,34488,0.006137537,0.009680542,0.003164557,0,0.020654045,0,0,2.456517566
Sydney Chemical Solutions,27797,0.006277026,0.029041626,0,0,0.013769363,0,0,2.454400779
"Greenkeeper Iberia, S.L.",25934,0.006277026,0.029041626,0,0,0.013769363,0,0,2.454400779
Beconfident International AB,35602,0.004045195,0.020329138,0.003164557,0,0.012048193,0,0,2.454037682
Atex d.o.o. Sarajevo,17149,0.001394895,0.009680542,0.009493671,0,0,0,0,2.452506017
Elephant Refinery,34040,0.009066815,0.013552759,0.003164557,0,0.013769363,0,0,2.452358271
VyP Asesores,27866,0.006695494,0.003872217,0.003164557,0,0.025817556,0,0,2.452174756
RENOLIT SE,13966,0.001255405,0.002904163,0.009493671,0,0.006884682,0,0,2.450946649
Chemland,8141,0.003905705,0.026137464,0,0,0.018932874,0,0,2.448802159
UNNOX IBERICA S.L.U.,28259,0.004742642,0.033881897,0,0,0.010327022,0,0,2.447578085
Utastile International Trading CO,27226,0.006556005,0.009680542,0,0,0.032702238,0,0,2.446939233
BELGAVET,34295,0.003068768,0.040658277,0,0,0.005163511,0,0,2.444527818
Aerospace reliance,32051,0.001115916,0.002904163,0.009493671,0,0.006884682,0,0,2.443972175
ECOFRIEND RECYCLING SRL,18217,0.004324174,0.044530494,0,0,0,0,0,2.442733362
ITW Imagedata Limited,17177,0.001813363,0.003872217,0.009493671,0,0.005163511,0,0,2.441188733
pintsur,17909,0.002092342,0.008712488,0.009493671,0,0,0,0,2.438975674
AVANTOR PERFORMANCE MATERIALS,20309,0.006277026,0.033881897,0,0,0.008605852,0,0,2.438238773
SAS DIEX,403,0.004603152,0.006776379,0.006329114,0,0.012048193,0,0,2.43720902
Cryo Pur,29750,0.008648347,0.006776379,0.003164557,0,0.020654045,0,0,2.436849956
Joanne Marsden Ltd,30803,0.003068768,0.004840271,0.006329114,0,0.015490534,0,0,2.435801431
"UAB ""Dasta""",19518,0.005579579,0.024201355,0,0,0.018932874,0,0,2.435690419
CHRYSO ADITIVOS,30819,0.003487237,0.034849952,0,0,0.010327022,0,0,2.433210534
Baubiologisch Gesund Wohnen,27887,0.005719068,0.022265247,0,0,0.020654045,0,0,2.431917991
SUGRO AG,35382,0.005440089,0.005808325,0.006329114,0,0.012048193,0,0,2.43065315
ETH Zürich,22002,0.003068768,0.011616651,0.006329114,0,0.008605852,0,0,2.430386326
Centrient Pharmaceuticals,25135,0.00516111,0.013552759,0.003164557,0,0.017211704,0,0,2.429190055
Akiva Liquideo,6497,0.002929279,0.004840271,0.006329114,0,0.015490534,0,0,2.428826958
Dow Europe GMBH,10800,0.0053006,0.032913843,0,0,0.010327022,0,0,2.427073268
C. Hasse & Sohn,23033,0.005021621,0.000968054,0.006329114,0,0.017211704,0,0,2.425891737
HYDROGEO Srl,28306,0.007532431,0.014520813,0.003164557,0,0.013769363,0,0,2.424041774
AMAR BIOLIFE,20631,0.00251081,0.015488867,0.006329114,0,0.005163511,0,0,2.423982235
Palace Chemicals Ltd,16101,0.005579579,0.010648596,0.006329114,0,0.006884682,0,0,2.421465617
Commarca SAS,34073,0.005998047,0.003872217,0.003164557,0,0.025817556,0,0,2.417302389
Vantaggio FZE,3056,0.002371321,0,0.006329114,0,0.020654045,0,0,2.417091071
EWAG mbH,35416,0.003766216,0.010648596,0.006329114,0,0.008605852,0,0,2.416855982
SafeRock AS,10045,0.006834984,0.011616651,0.003164557,0,0.017211704,0,0,2.416078315
Aldar Medikal,33654,0.006277026,0.008712488,0.003164557,0,0.020654045,0,0,2.415089329
SBN Trading Co.,27357,0.0026503,0.004840271,0.006329114,0,0.015490534,0,0,2.414878011
H.G. HAIR GLOSS SRL,34164,0.003626726,0.037754114,0,0,0.006884682,0,0,2.4132761
"DECORPRINT, S.A.",30607,0.003905705,0.027105518,0,0,0.017211704,0,0,2.411146349
Water Treatment Products Ltd.,82,0.008369368,0.017424976,0,0,0.022375215,0,0,2.408477953
ITALFOOD DI BALSAMINI,30189,0.007253452,0.027105518,0,0,0.013769363,0,0,2.406416672
Kontur,16734,0.001534384,0.039690223,0,0,0.006884682,0,0,2.405464419
mydibel,31584,0.001255405,0.041626331,0,0,0.005163511,0,0,2.402262374
Pascon Agro,34757,0.004184684,0.011616651,0.006329114,0,0.006884682,0,0,2.400123593
Peter-Lacke U.S.,33194,0.001394895,0.039690223,0,0,0.006884682,0,0,2.398489946
Nanto Protective Coating Srl,20603,0.001255405,0.008712488,0.009493671,0,0,0,0,2.397128833
Lamire' Cosmetics GmbH,30700,0.009624773,0.034849952,0,0,0.003442341,0,0,2.395853286
Çağdaş Boya ve Kimya San. Ve Tic. A.Ş.,6508,0.002371321,0.005808325,0.009493671,0,0.00172117,0,0,2.393775009
Sisa Mosaic Pvt Ltd,34270,0.004184684,0.03678606,0,0,0.006884682,0,0,2.392771283
Blaser Swisslube,28656,0.0026503,0.034849952,0,0,0.010327022,0,0,2.391363694
NutraSBio,18681,0.004184684,0.009680542,0.006329114,0,0.008605852,0,0,2.389376692
Longbloom ip b.v.,10923,0.001952853,0.025169409,0,0,0.020654045,0,0,2.38881534
Isomat d.o.o.,2180,0.003208258,0.013552759,0,0,0.030981067,0,0,2.387104193
Enva Uk Ltd,1056,0.001534384,0.017424976,0.006329114,0,0.003442341,0,0,2.385907822
VOUREY PLASTIQUE,24237,0.002929279,0.012584705,0.006329114,0,0.006884682,0,0,2.385756043
"J.A. Fibertex Ibérica, S.L.",32068,0.003068768,0.006776379,0,0,0.037865749,0,0,2.385544825
APLICLOR WATER SOLUTIONS,1494,0.009624773,0.001936108,0,0,0.036144578,0,0,2.385273003
BIO PAK Nutraceuticals Contract Manufacturing Ltd.,28136,0.003487237,0.033881897,0,0,0.010327022,0,0,2.384807824
Enertime,16996,0.004184684,0.013552759,0.003164557,0,0.017211704,0,0,2.380368741
Genta Genel Tarım Paz. A.Ş.,25065,0.005021621,0.021297193,0.003164557,0,0.008605852,0,0,2.379144667
Neoflex,6473,0.001255405,0.004840271,0.009493671,0,0.003442341,0,0,2.37563503
Dhara commercial co,26002,0.0053006,0.038722168,0,0,0.003442341,0,0,2.373255452
Energo-Chem Sp. z o.o.,18674,0.005579579,0.022265247,0.003164557,0,0.006884682,0,0,2.369386751
izole kiremit,27842,0.005021621,0.019361084,0.003164557,0,0.010327022,0,0,2.368397766
Bonaiti spa,34058,0.010043242,0.012584705,0.003164557,0,0.012048193,0,0,2.366718355
Christinemor srl,34714,0.0079509,0.029041626,0,0,0.010327022,0,0,2.365977421
Scotmas Limited,173,0.0026503,0.010648596,0.006329114,0,0.008605852,0,0,2.361060195
L.A. Hemija,9903,0.003626726,0.000968054,0.006329114,0,0.017211704,0,0,2.356147002
Next Lubricants bv,33570,0.008648347,0.028073572,0,0,0.010327022,0,0,2.352447077
OQEMA d.o.o.,4612,0.004882131,0.023233301,0,0,0.018932874,0,0,2.352415341
Adikem Sdn Bhd,2652,0.01046171,0.019361084,0,0,0.017211704,0,0,2.351724916
Wellprex d.o.o.,34936,0.005998047,0.014520813,0.003164557,0,0.013769363,0,0,2.347322566
Duexpim S.L.,28718,0.006137537,0.033881897,0,0,0.006884682,0,0,2.345205779
UAB Analytical Solutions,16470,0.00251081,0.030009681,0.003164557,0,0.00172117,0,0,2.344994461
Arkem Kimya San ve Tic As,33283,0.005021621,0.028073572,0,0,0.013769363,0,0,2.343227808
Profline UAB,35110,0.005579579,0.025169409,0.003164557,0,0.003442341,0,0,2.342477843
ANTOFENOL,24961,0.003208258,0.015488867,0.003164557,0,0.015490534,0,0,2.342294328
Aroma Trading Ltd,31612,0.004463663,0.003872217,0.003164557,0,0.025817556,0,0,2.340583181
Foodsupporters,32014,0.008508858,0.013552759,0.003164557,0,0.012048193,0,0,2.338401858
Roni Chemicals SRL,30977,0.004742642,0.002904163,0.006329114,0,0.013769363,0,0,2.336631171
Wydo NBD / Royal Van Wijhe Verf,25082,0.000836937,0.000968054,0.009493671,0,0.006884682,0,0,2.333217808
Scania CV,32639,0.004603152,0.030009681,0,0,0.012048193,0,0,2.333051289
Nemr Foam,33626,0.004045195,0.011616651,0,0,0.030981067,0,0,2.332145612
Loba Feinchemie GmbH,20355,0.002789789,0.017424976,0.003164557,0,0.013769363,0,0,2.332117809
COLTECH,29768,0.005440089,0.022265247,0,0,0.018932874,0,0,2.331910524
ubceurogroup sl,31132,0.007253452,0.029041626,0,0,0.010327022,0,0,2.331105054
SMART PLAST SOLUTIONS SRL,32449,0.001394895,0.001936108,0.009493671,0,0.005163511,0,0,2.323459892
Eberspächer catem GmbH & Co KG,30048,0.006416516,0.019361084,0,0,0.020654045,0,0,2.321582226
COLABITOIL PRODUKTION AB,30092,0.002371321,0.031945789,0,0,0.012048193,0,0,2.318265135
Promarket Tasarım ve Teknoloji A.Ş.,13379,0.01046171,0.007744434,0.003164557,0,0.015490534,0,0,2.317745262
Dolar Kimya,24954,0.004324174,0.008712488,0.003164557,0,0.020654045,0,0,2.317446701
LAB SCIENCE ApS,22541,0.003626726,0.027105518,0,0,0.015490534,0,0,2.311138883
Godfrey & Wing GmbH,28832,0.003905705,0.031945789,0,0,0.010327022,0,0,2.308925823
Zidac Laboratories LTD,4344,0.002929279,0.032913843,0,0,0.010327022,0,0,2.308507219
Grifols,15428,0.004324174,0.028073572,0,0,0.013769363,0,0,2.308355441
ALDODEI 1946 di Giacomo Bertolio,33015,0.009345794,0.015488867,0.003164557,0,0.008605852,0,0,2.30493708
Inabata France S.A.S.,19884,0.003347747,0.042594385,0,0,0,0,0,2.297106627
Izopanel Sp. z o.o.,30719,0.006556005,0.005808325,0.003164557,0,0.020654045,0,0,2.283830144
John Cockerill,28894,0.003208258,0.012584705,0.003164557,0,0.017211704,0,0,2.283144716
AD COLOUR LTD,16714,0.002092342,0.022265247,0.003164557,0,0.008605852,0,0,2.281083435
Timur Levante SL,18664,0.005021621,0.013552759,0.006329114,0,0.00172117,0,0,2.280600296
Nevex,18691,0.004742642,0.015488867,0.006329114,0,0,0,0,2.27739825
IMCD Benelux BV,16763,0.003766216,0.016456922,0.006329114,0,0,0,0,2.276979647
Green Logix Biogas,34269,0.003766216,0.034849952,0,0,0.006884682,0,0,2.275042442
Sioen Industries,24817,0.002929279,0.021297193,0.003164557,0,0.008605852,0,0,2.274527565
ENECA,18381,0.008648347,0.03678606,0,0,0,0,0,2.271720353
LAVANOVA S.R.L.,30239,0.007113963,0.034849952,0,0,0.003442341,0,0,2.270312764
BCK Alliance Partners Inc,29381,0.004045195,0.015488867,0,0,0.025817556,0,0,2.267580895
House of Mistry,23362,0.005998047,0.014520813,0.003164557,0,0.012048193,0,0,2.261264047
Fabrica Maiastra SRL,25527,0.00251081,0.035818006,0,0,0.006884682,0,0,2.260674891
Ha-Be Betonchemie GmbH,3483,0.002371321,0.013552759,0,0,0.029259897,0,0,2.259198832
Sunny Pharmacy Limited,1572,0.005579579,0.030977735,0,0,0.008605852,0,0,2.258158274
Prebona AB,19563,0.003208258,0.009680542,0.006329114,0,0.006884682,0,0,2.254496858
Carbon Air Limited,21134,0.002231831,0.010648596,0.006329114,0,0.006884682,0,0,2.254078255
USTOP UNIPESSOAL LDA,33612,0.002929279,0.017424976,0.003164557,0,0.012048193,0,0,2.253033763
Destek ApS,23392,0.003626726,0.024201355,0,0,0.017211704,0,0,2.251989271
EVOL KIMYA,24836,0.004324174,0.009680542,0,0,0.030981067,0,0,2.249289138
DISTRIBUIDORA QUIMICA SA DE CV,15426,0.004603152,0.011616651,0.006329114,0,0.003442341,0,0,2.248929974
Danwatec,2301,0.006974473,0.024201355,0,0,0.013769363,0,0,2.247259594
COSMETIC TSATSOS GEORGIOS,10485,0.002789789,0.017424976,0.003164557,0,0.012048193,0,0,2.246059289
Lackfabrik J. Albrecht GmbH & Co. KG,31222,0.005858558,0.006776379,0.006329114,0,0.006884682,0,0,2.241803722
Bechem Lubrication Technology,178,0.001255405,0.003872217,0.009493671,0,0.00172117,0,0,2.2411738
Laytech Srl,20883,0.000697447,0.000968054,0.009493671,0,0.005163511,0,0,2.240184814
ARGUK-Umweltlabor GmbH,34529,0.00251081,0.004840271,0.006329114,0,0.012048193,0,0,2.235786498
Harold Scholz & Co. Gmbh,129,0.003208258,0.027105518,0.003164557,0,0.00172117,0,0,2.234658696
NSL OilChem Waste Management,31811,0.003905705,0.033881897,0,0,0.006884682,0,0,2.233614204
UAB SSF,21790,0.001534384,0.01839303,0.003164557,0,0.012048193,0,0,2.231691739
Novartis Pharma SPA,33837,0.004184684,0.011616651,0.006329114,0,0.003442341,0,0,2.228006554
Bredox B.V.,9906,0.003626726,0.008712488,0.006329114,0,0.006884682,0,0,2.227017568
JF Amonn Srl - Color Division,31583,0.003905705,0.019361084,0.003164557,0,0.008605852,0,0,2.226543458
Goebel Capital GmbH,23818,0.002789789,0.034849952,0,0,0.006884682,0,0,2.226221128
INTECTIV d.o.o.,21064,0.004184684,0.030009681,0,0,0.010327022,0,0,2.226069349
Silocon FZE,22044,0.004324174,0.015488867,0.003164557,0,0.012048193,0,0,2.225973076
Danish Graphene ApS,29651,0.003766216,0.012584705,0.003164557,0,0.015490534,0,0,2.22498409
SARZYNA CHEMICAL sp. z o.o.,35322,0.003347747,0.010648596,0.006329114,0,0.005163511,0,0,2.223815523
Rohrer & Klingner KG,20732,0.001952853,0.01839303,0,0,0.024096386,0,0,2.222113406
SETEK A.S,32567,0.004045195,0.014520813,0,0,0.025817556,0,0,2.219178185
Schloetter Co Ltd,33979,0.004184684,0.015488867,0.003164557,0,0.012048193,0,0,2.218998603
EPC Elreha Leiterplattentechnik GmbH,23703,0.002092342,0.031945789,0,0,0.010327022,0,0,2.218257668
JUCLAS,31097,0.007253452,0.031945789,0,0,0.005163511,0,0,2.218137626
Pinheiro & Pinheiro Lda.,31170,0.006834984,0.014520813,0.003164557,0,0.010327022,0,0,2.217052367
Jaddy-Carry,33143,0.005858558,0.015488867,0.003164557,0,0.010327022,0,0,2.216633764
"CS FINE CO., LTD",25638,0.006974473,0.01839303,0,0,0.018932874,0,0,2.21501889
"MAD MASTER, OOO",33951,0.004045195,0.021297193,0,0,0.018932874,0,0,2.213763079
SIA STENDERS,14381,0.011438136,0.024201355,0,0,0.008605852,0,0,2.212267184
Resin Bound Surfaces Group Materials Limited,1231,0.003905705,0.014520813,0,0,0.025817556,0,0,2.212203711
Coton Farms,25488,0.003766216,0.007744434,0,0,0.032702238,0,0,2.210644343
Resin Tanking & Tiling LTD,20180,0.008090389,0.009680542,0.003164557,0,0.013769363,0,0,2.209926115
Salmero,20974,0.00251081,0.014520813,0.006329114,0,0.00172117,0,0,2.203462485
Reagens UK,31158,0.005021621,0.012584705,0.003164557,0,0.013769363,0,0,2.201695831
Lamberti,24086,0.006137537,0.022265247,0,0,0.015490534,0,0,2.194665852
Biovert,28168,0.001813363,0.030009681,0,0,0.012048193,0,0,2.19356182
Voestalpine Stahl Gmbh,32679,0.006137537,0.016456922,0.003164557,0,0.008605852,0,0,2.192926902
SUFAGRO,33220,0.003626726,0.015488867,0.003164557,0,0.012048193,0,0,2.191100709
Gesta d.o.o.,18744,0.002231831,0.014520813,0.006329114,0,0.00172117,0,0,2.189513538
NBG CHEMICAL,22253,0.002371321,0.024201355,0,0,0.017211704,0,0,2.18921901
Uab Norvelita,31834,0.003068768,0.025169409,0,0,0.015490534,0,0,2.186435568
GDA Sp. z o.o.,32633,0.004742642,0.006776379,0.006329114,0,0.006884682,0,0,2.186007934
Techno Prodcom Activ SRL,7530,0.002929279,0.006776379,0.006329114,0,0.008605852,0,0,2.1813983
Permacol B.V.,36202,0.005440089,0.020329138,0.003164557,0,0.005163511,0,0,2.179548337
NATURPRO,30871,0.003905705,0,0,0,0.039586919,0,0,2.174631211
Global Chemical Resources Ltd,20884,0.002789789,0.006776379,0.006329114,0,0.008605852,0,0,2.174423826
"DESARROLLO AGRÍCOLA Y MINERO, SA",23893,0.003766216,0.024201355,0,0,0.015490534,0,0,2.172905224
G9 Chemicals Ltd,30184,0.006974473,0.026137464,0,0,0.010327022,0,0,2.171947975
Chemische Fabrik Budenheim KG,19758,0.004045195,0.029041626,0,0,0.010327022,0,0,2.170692165
"AKVATERA LT, UAB",23121,0.004882131,0.021297193,0,0,0.017211704,0,0,2.1695514
Global Phosphorus Solutions Inc.,12559,0.003905705,0.022265247,0,0,0.017211704,0,0,2.169132797
Monger Industry,31326,0.004603152,0.004840271,0.006329114,0,0.008605852,0,0,2.16828656
Tampere University,28951,0.008508858,0.019361084,0,0,0.015490534,0,0,2.168023768
Geopolis d.o.o.,29573,0.004603152,0.017424976,0.003164557,0,0.008605852,0,0,2.164610404
DDC Dolphin Ltd,35124,0.003068768,0.009680542,0.006329114,0,0.005163511,0,0,2.161463865
Mobi Sp. z o.o.,30751,0.007253452,0.029041626,0,0,0.006884682,0,0,2.158988014
Savoy International,19897,0.00251081,0.025169409,0,0,0.015490534,0,0,2.158537674
Arkray,34452,0.001673874,0.011616651,0.003164557,0,0.017211704,0,0,2.158022798
Gowardhan enterprises,34432,0.003487237,0.002904163,0.003164557,0,0.024096386,0,0,2.157300637
Klacsán Team Kft.,24321,0.004184684,0.025169409,0,0,0.013769363,0,0,2.156172836
Groupe CIOA,33501,0.003208258,0.020329138,0.003164557,0,0.006884682,0,0,2.154015282
Umbragroup,27297,0.003766216,0.020329138,0,0,0.018932874,0,0,2.151411422
Neele-Vat Services BV,32116,0.00516111,0.030977735,0,0,0.006884682,0,0,2.151176334
EMIL OTTO Flux- u. Oberflächentechnik GmbH,30274,0.006416516,0.019361084,0,0,0.017211704,0,0,2.149465187
"Alimentos Iberandalus, S.L",23951,0.003208258,0.011616651,0.003164557,0,0.015490534,0,0,2.148683486
MORAFLOR,34232,0.004463663,0.012584705,0,0,0.025817556,0,0,2.143296184
IN-K NET S.r.l.,6179,0.00251081,0.008712488,0.003164557,0,0.018932874,0,0,2.140720027
LATRO KİMYA,33085,0.007392942,0.010648596,0.003164557,0,0.012048193,0,0,2.137397939
YSB TEKNIK ENDUSTRIYEL BANT,17410,0.006277026,0.026137464,0,0,0.010327022,0,0,2.137075608
Ceragês,24965,0.002371321,0.030009681,0,0,0.010327022,0,0,2.135401194
Rudolf Achenbach GmbH & Co KG.,28764,0.00516111,0.020329138,0,0,0.017211704,0,0,2.135097636
Arkema Coating Resins,24704,0.001952853,0.012584705,0.003164557,0,0.015490534,0,0,2.134315936
Pollet,4912,0.001673874,0.020329138,0,0,0.020654045,0,0,2.13285284
JM Wholesale Ltd.,35284,0.003626726,0.012584705,0.003164557,0,0.013769363,0,0,2.131951097
JMP CARAIBE,28677,0.003766216,0.016456922,0,0,0.022375215,0,0,2.129917619
VesCoLub BV,23979,0.008927326,0.016456922,0,0,0.017211704,0,0,2.129797577
Resimac,12210,0.003068768,0.003872217,0.006329114,0,0.010327022,0,0,2.129223161
PRAEVIDEO LLC,17723,0.004742642,0.025169409,0.003164557,0,0,0,0,2.128513963
D.I.A. Disstillerie Italiane Aromatici srl,27208,0.004324174,0.026137464,0,0,0.012048193,0,0,2.1254915
DAG agencsy s r.o.,13471,0.003347747,0.027105518,0,0,0.012048193,0,0,2.125072896
HOEHLE-medical,31593,0.007532431,0.028073572,0,0,0.006884682,0,0,2.12453425
Fochem International (Pty) Ltd,27836,0.002929279,0.009680542,0.003164557,0,0.017211704,0,0,2.123987638
JSC Olaine chemical plant BIOLAR,29406,0.004184684,0.034849952,0,0,0.003442341,0,0,2.123848822
DECROMLUX SL,19398,0.000557958,0.003872217,0.009493671,0,0,0,0,2.120242913
"API-Additves for Paper Industry GmbH, Stefan Bocskor",31831,0.006556005,0.020329138,0,0,0.015490534,0,0,2.118783851
GVK Coating Technology OY,6005,0.000697447,0.001936108,0.009493671,0,0.00172117,0,0,2.116470485
Chalk Copenhagen,29712,0.004045195,0.013552759,0.003164557,0,0.012048193,0,0,2.115218708
BestChem GmbH,25387,0.008369368,0,0.006329114,0,0.008605852,0,0,2.114583789
Schnell Ridwan Enterprise,8649,0.001394895,0.002904163,0.009493671,0,0,0,0,2.113687043
Biomedical Pharma Srl,35433,0.004463663,0.003872217,0.006329114,0,0.008605852,0,0,2.112909376
Trade Chemicals Europe BV,29252,0.007253452,0.012584705,0,0,0.022375215,0,0,2.110668613
SABO,31162,0.006416516,0.014520813,0.003164557,0,0.008605852,0,0,2.110070427
SIA ''Creative Cosmetics'',19554,0.002231831,0.007744434,0.006329114,0,0.006884682,0,0,2.108870123
Agerex,12047,0.003766216,0.028073572,0,0,0.010327022,0,0,2.108340507
Grafco srl,31501,0.004882131,0.025169409,0,0,0.012048193,0,0,2.104986683
Floweryhues Fragrances Private Limited,32290,0.004324174,0.022265247,0,0,0.015490534,0,0,2.103997697
Vital Chimica di Vitaliti l. &c. sas,1427,0.016320268,0.022265247,0,0,0.003442341,0,0,2.101392773
PCC Morava - Chem s.r.o.,20669,0.000557958,0,0.009493671,0,0.003442341,0,0,2.098749111
HCD Chemie Distribution GmbH,29631,0.003905705,0.005808325,0.006329114,0,0.006884682,0,0,2.095758383
University of Limerick,32065,0.004184684,0.016456922,0.003164557,0,0.008605852,0,0,2.095284274
LEBSA,2919,0.002092342,0.011616651,0.003164557,0,0.015490534,0,0,2.092887699
SAGLIO DEVELOPMENT SL,25447,0.003347747,0.021297193,0,0,0.017211704,0,0,2.092832192
POLYSOL LTD,32129,0.004882131,0.017424976,0.003164557,0,0.006884682,0,0,2.092500831
Merex Export Denmark,35381,0.000418468,0,0.009493671,0,0.003442341,0,0,2.091774637
OSRAM Opto Semiconductors,34796,0.003766216,0.011616651,0.003164557,0,0.013769363,0,0,2.09052286
Absolute Essential Oils SRL,27748,0.000139489,0.001936108,0.009493671,0,0.00172117,0,0,2.088572592
Profit Circle Limited,29013,0.008369368,0.005808325,0,0,0.027538726,0,0,2.085820986
BioActor BV,33302,0.003347747,0.006776379,0.003164557,0,0.018932874,0,0,2.085761446
ELM Kimya,11291,0.010740689,0.009680542,0.003164557,0,0.008605852,0,0,2.084265551
"ChemSol, LLC",18159,0.003208258,0.009680542,0.006329114,0,0.003442341,0,0,2.082379819
Riberpet SAU,22359,0.003766216,0.015488867,0,0,0.022375215,0,0,2.081514909
Teknotherm Metal San.ve Ticaret Anonim Şirketi,33565,0.007671921,0.009680542,0,0,0.024096386,0,0,2.072442421
Valleys Resin Bound Ltd,23174,0.003766216,0.007744434,0.003164557,0,0.017211704,0,0,2.069029057
Safiro Nutrition Sp. z o.o. Sp. k.,32133,0.004045195,0.033881897,0,0,0.003442341,0,0,2.068471638
Tricardos S. A,19923,0.000976426,0.011616651,0.006329114,0,0.003442341,0,0,2.067593665
Nitrogenmuvek,17618,0.002231831,0.021297193,0.003164557,0,0.005163511,0,0,2.067538159
Lomisa Distribuciones y Proyectos S.L.,33130,0.009485284,0.023233301,0,0,0.008605852,0,0,2.066221845
Unecol Adhesive Ideas,17814,0.004463663,0.024201355,0.003164557,0,0,0,0,2.066162306
Payer Lacke GmbH,21538,0.000836937,0.004840271,0.006329114,0,0.010327022,0,0,2.066034297
