Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,label
Qualita I. Com. Produtos Vedação Ltda. EPP,12175,0,9.73E-04,0.003164557,0,0.001727116,0,0,cluster_0
AB Azucarera Iberia SLU,14029,4.19E-04,0.009727626,0,0,0.005181347,0,0,cluster_0
Maletta Ercole srl,22692,0.00181615,0.004863813,0,0,0.008635579,0,0,cluster_0
WestExtract Naturstoffextraktionen GmbH,35576,0.00181615,0.004863813,0,0,0.008635579,0,0,cluster_0
Sany Trading GmbH,24270,0.00181615,0.004863813,0,0,0.008635579,0,0,cluster_0
LY-TEC GmbH,34806,0.001257334,0.001945525,0,0,0.01208981,0,0,cluster_0
Macol snc,25936,0.003073484,0.008754864,0,0,0.003454231,0,0,cluster_0
Keysuccess Ltd,22166,5.59E-04,0.007782101,0,0,0.006908463,0,0,cluster_0
GISA SNC,23084,0.001955854,0.002918288,0,0,0.010362694,0,0,cluster_0
LECO,23826,9.78E-04,0.003891051,0,0,0.010362694,0,0,cluster_0
Josiga UAB,33704,0.001397038,0,0,0,0.013816926,0,0,cluster_0
Dunlop Protective Footwear,27365,0.001257334,0.008754864,0,0,0.005181347,0,0,cluster_0
Persit Star S.r.l.,29359,0.001676446,0.004863813,0,0,0.008635579,0,0,cluster_0
Grafix Centrum Poligrafii Rafał Rausz,33368,0.001676446,0.004863813,0,0,0.008635579,0,0,cluster_0
EXPANDED POLYMER SYSTEMS PVT. LTD.,3010,0.001536742,9.73E-04,0.003164557,0,0,0,0,cluster_0
Patiram Trade B.v.,27482,0.001117631,0.001945525,0,0,0.01208981,0,0,cluster_0
MCPOLSKA.PL SP Z .O. O.  SP. K.,30401,0.001955854,0.009727626,0,0,0.003454231,0,0,cluster_0
bi.bra Abwassertechnik GmbH,1873,9.78E-04,0.010700389,0,0,0.003454231,0,0,cluster_0
3A ANTIOXIDANTS,21286,0.004330819,0.003891051,0,0,0.006908463,0,0,cluster_0
Uneedus Group LLP,21964,0.001397038,0.006809339,0,0,0.006908463,0,0,cluster_0
Fiberpipe GFK Vertriebsgesellschaft mbH,24795,0.002095557,0.007782101,0,0,0.005181347,0,0,cluster_0
Drawin Trading GmbH,33917,0.002514669,0.003891051,0,0,0.008635579,0,0,cluster_0
"HAMEX, TRGOVINA IN STORITVE, D.O.O.",30682,0.001536742,0.004863813,0,0,0.008635579,0,0,cluster_0
Gentex Corporation,27269,0.001536742,0.004863813,0,0,0.008635579,0,0,cluster_0
Globalpur,14514,0.002374965,0,0.003164557,0,0,0,0,cluster_0
Rapsodi Dekor Sanayi,28586,0.001955854,9.73E-04,0,0,0.01208981,0,0,cluster_0
Innobiomil,34622,0.002794077,0.008754864,0,0,0.003454231,0,0,cluster_0
HET spol. s r.o.,34356,0.00181615,0.009727626,0,0,0.003454231,0,0,cluster_0
Balmonds Skincare Ltd,22505,0.001257334,0.006809339,0,0,0.006908463,0,0,cluster_0
"Compometal, Componentes Metálicos Lda",33622,0.0036323,9.73E-04,0,0,0.010362694,0,0,cluster_0
Ledesma Global S.L.,33487,0.001676446,0.002918288,0,0,0.010362694,0,0,cluster_0
Metall-Chemie GmbH & Co. KG,32440,0.001676446,0.002918288,0,0,0.010362694,0,0,cluster_0
EUROTAB,25332,0.001536742,0.011673152,0,0,0.001727116,0,0,cluster_0
Khawaja Tanneries Private Limited Multan,34383,0.00293378,0.006809339,0,0,0.005181347,0,0,cluster_0
Azelis Netherlands B.V.,29799,0.00293378,0.006809339,0,0,0.005181347,0,0,cluster_0
Vitaliz Biosciences Pvt. Ltd,31313,0.001397038,0.004863813,0,0,0.008635579,0,0,cluster_0
miVital AG,34979,0.001397038,0.004863813,0,0,0.008635579,0,0,cluster_0
Watch GmbH,9770,0.001257334,9.73E-04,0.003164557,0,0,0,0,cluster_0
boyart boya kim.san.tic.ltd.şti.,18514,2.79E-04,0.001945525,0.003164557,0,0,0,0,cluster_0
"Resitex, S.L.",19416,2.79E-04,0.001945525,0.003164557,0,0,0,0,cluster_0
Hamapharm d.o.o.,18228,0.002235261,0.012645914,0,0,0,0,0,cluster_0
Savonnerie du Colibri,18592,0.002235261,0.012645914,0,0,0,0,0,cluster_0
Gama Organica Ltd,17101,0.001257334,0.013618677,0,0,0,0,0,cluster_0
SUMITOMO CORP. EUROPE LTD. - MILAN BRANCH OFFICE,17817,2.79E-04,0.01459144,0,0,0,0,0,cluster_0
Graichen Produktions- und Vertriebs GmbH,23323,0.002095557,0.005836576,0,0,0.006908463,0,0,cluster_0
Molly Corker ApS,33251,0.002095557,0.005836576,0,0,0.006908463,0,0,cluster_0
METALCHIMICA SPA,33814,0.001117631,0.006809339,0,0,0.006908463,0,0,cluster_0
Saturn Machine Knives Ltd,28181,0.001117631,0.006809339,0,0,0.006908463,0,0,cluster_0
ASASYSTEMS,24728,0.002514669,0.001945525,0,0,0.010362694,0,0,cluster_0
Ductor,30371,0.002514669,0.001945525,0,0,0.010362694,0,0,cluster_0
Holland Trade Net,25731,0.00181615,0.007782101,0,0,0.005181347,0,0,cluster_0
DMS Boya Mürekkep ve Kimya San. Tic. A.Ş.,29066,0.003213188,0.002918288,0,0,0.008635579,0,0,cluster_0
Cherkassy Autochemistry Plant Ltd,30208,0.002235261,0.003891051,0,0,0.008635579,0,0,cluster_0
Vepidan,31515,0.002235261,0.003891051,0,0,0.008635579,0,0,cluster_0
PSV services srl,20686,0.002095557,0.012645914,0,0,0,0,0,cluster_0
Teufelberger Gesellschaft m.b.H.,27626,0.001676446,9.73E-04,0,0,0.01208981,0,0,cluster_0
Skarpnes AS,25391,0.00293378,0.004863813,0,0,0.006908463,0,0,cluster_0
Felix Austria GmbH,33160,0.00293378,0.004863813,0,0,0.006908463,0,0,cluster_0
SAMARO,279,0.001955854,0.005836576,0,0,0.006908463,0,0,cluster_0
Go plast,22450,0.004330819,0,0,0,0.010362694,0,0,cluster_0
Uniflair,31160,0.001397038,0.002918288,0,0,0.010362694,0,0,cluster_0
LCB Food Safety,20672,2.79E-04,0,0.003164557,0,0.001727116,0,0,cluster_0
Cheminees ethanol89,35056,0.001676446,0.007782101,0,0,0.005181347,0,0,cluster_0
"ANSELL PORTUGAL - INDUSTRIAL GLOVES, SOCIEDADE UNIPESSOAL LDA",25625,0.002095557,0.003891051,0,0,0.008635579,0,0,cluster_0
Cartacolor home srl,16887,0.001955854,0.012645914,0,0,0,0,0,cluster_0
7 HOPES LTD,33516,0.001536742,9.73E-04,0,0,0.01208981,0,0,cluster_0
Linter SA,24786,0.001536742,9.73E-04,0,0,0.01208981,0,0,cluster_0
TripleNine Thyborøn,34260,0.001536742,9.73E-04,0,0,0.01208981,0,0,cluster_0
Adamas Trading Sàrl,25631,0.001397038,0.009727626,0,0,0.003454231,0,0,cluster_0
RTE Group,29566,0.00181615,0.005836576,0,0,0.006908463,0,0,cluster_0
ALANCHIM srl,27373,0.001257334,0.002918288,0,0,0.010362694,0,0,cluster_0
Indulor AG,22091,1.40E-04,0,0.003164557,0,0.001727116,0,0,cluster_0
Nanochem Srl,593,1.40E-04,0,0.003164557,0,0.001727116,0,0,cluster_0
"GM Chem, s.r.o.",10594,0.001536742,0.007782101,0,0,0.005181347,0,0,cluster_0
M. Fleischer ohG,19997,0.003772003,0.010700389,0,0,0,0,0,cluster_0
Hüttenes-Albertus CZ s.r.o.,23391,0.001397038,9.73E-04,0,0,0.01208981,0,0,cluster_0
APChemicals OÜ,32076,0.003213188,0.007782101,0,0,0.003454231,0,0,cluster_0
Farmona,20893,0.002235261,0.008754864,0,0,0.003454231,0,0,cluster_0
Vandeputte Oleochemicals,24318,0.001676446,0.005836576,0,0,0.006908463,0,0,cluster_0
Italo Belge Colori srl,29826,0.001676446,0.005836576,0,0,0.006908463,0,0,cluster_0
PROMET CZ s.r.o. und PROMET DE e.K.,20717,6.99E-04,0.006809339,0,0,0.006908463,0,0,cluster_0
Thermacell Repellents,28090,0.001117631,0.002918288,0,0,0.010362694,0,0,cluster_0
Avantium,32412,0.004330819,0.004863813,0,0,0.005181347,0,0,cluster_0
3 FUEL 2020 SRL,29693,0.004330819,0.004863813,0,0,0.005181347,0,0,cluster_0
Berolan GmbH,15725,0.001397038,0.007782101,0,0,0.005181347,0,0,cluster_0
Aleksandrija Fruška Gora,24675,0.001397038,0.007782101,0,0,0.005181347,0,0,cluster_0
convert,26085,8.38E-04,0.004863813,0,0,0.008635579,0,0,cluster_0
Silo Spa,711,6.99E-04,9.73E-04,0.003164557,0,0,0,0,cluster_0
Golden Granet Nonprofit Kft.,17765,6.99E-04,9.73E-04,0.003164557,0,0,0,0,cluster_0
MMR Trade GmbH,19327,6.99E-04,9.73E-04,0.003164557,0,0,0,0,cluster_0
Tinter AB,17834,0.001676446,0.012645914,0,0,0,0,0,cluster_0
SLTEC Fertilizers,21086,0.002095557,0.008754864,0,0,0.003454231,0,0,cluster_0
İNVA ENDÜSTRİYEL,32547,0.002095557,0.008754864,0,0,0.003454231,0,0,cluster_0
Cotswold Brew Co,24962,0.001117631,0.009727626,0,0,0.003454231,0,0,cluster_0
GENERAL MAKINA,34345,0.002514669,0.004863813,0,0,0.006908463,0,0,cluster_0
Guglielmo Pearson S.r.l,22868,0.002514669,0.004863813,0,0,0.006908463,0,0,cluster_0
Avira Group Ltd,31445,0.001955854,0.001945525,0,0,0.010362694,0,0,cluster_0
CARDINAL SRL,22776,0.001955854,0.001945525,0,0,0.010362694,0,0,cluster_0
Narragansett Bay Comission,31868,9.78E-04,0.002918288,0,0,0.010362694,0,0,cluster_0
Shotfeet Ltd,28873,9.78E-04,0.002918288,0,0,0.010362694,0,0,cluster_0
Herkim Group,20150,0.001257334,0.007782101,0,0,0.005181347,0,0,cluster_0
Kore Technology Limited,19891,5.59E-04,9.73E-04,0.003164557,0,0,0,0,cluster_0
Unika,18365,5.59E-04,9.73E-04,0.003164557,0,0,0,0,cluster_0
UpMS - Upgrade Mining Solutions,28100,0.001955854,0.008754864,0,0,0.003454231,0,0,cluster_0
BIRLA CARBON SPAIN S.L.U.,3205,9.78E-04,0.009727626,0,0,0.003454231,0,0,cluster_0
instrAction GmbH,23359,9.78E-04,0.009727626,0,0,0.003454231,0,0,cluster_0
SALT Minerals GmbH,30570,0.002374965,0.004863813,0,0,0.006908463,0,0,cluster_0
Sumol+Compal SA,30306,0.002374965,0.004863813,0,0,0.006908463,0,0,cluster_0
Soporfer LDA,34686,0.002374965,0.004863813,0,0,0.006908463,0,0,cluster_0
Ing Ladislav Sedivy Adaxchem,924,0.00181615,0.001945525,0,0,0.010362694,0,0,cluster_0
CleanCarbon Group AS,34039,8.38E-04,0.002918288,0,0,0.010362694,0,0,cluster_0
Colifermat,22515,6.99E-04,0.011673152,0,0,0.001727116,0,0,cluster_0
Architectural Panel Solutions Ltd,23584,0.002095557,0.006809339,0,0,0.005181347,0,0,cluster_0
3B-Fibreglass Norway AS,35542,0.002095557,0.006809339,0,0,0.005181347,0,0,cluster_0
GLOBALCHEM ASIA PACIFIC,24665,0.001117631,0.007782101,0,0,0.005181347,0,0,cluster_0
savons liquides du luberon,24059,0.001117631,0.007782101,0,0,0.005181347,0,0,cluster_0
Neftechim Technologies,27845,0.001117631,0.007782101,0,0,0.005181347,0,0,cluster_0
NKT Photonics A/S,30858,0.003492596,0.001945525,0,0,0.008635579,0,0,cluster_0
"INCABO, S.A.",23687,0.001536742,0.003891051,0,0,0.008635579,0,0,cluster_0
CRM SYNERGIES,28739,0.001536742,0.003891051,0,0,0.008635579,0,0,cluster_0
Border Counties Liquid Feeds Ltd,30353,0.001536742,0.003891051,0,0,0.008635579,0,0,cluster_0
ESD Systems,2803,0.001397038,0,0.003164557,0,0,0,0,cluster_0
SUPERPLAST  INTERNATIONAL  SRL,18169,0.002374965,0.011673152,0,0,0,0,0,cluster_0
Grupa Exlak S.C.,29067,0.002235261,0.004863813,0,0,0.006908463,0,0,cluster_0
GOTCHEME FZE UAE,27216,0.001257334,0.005836576,0,0,0.006908463,0,0,cluster_0
SILICONAS SILAM S.A.,23431,0.001257334,0.005836576,0,0,0.006908463,0,0,cluster_0
Metallic elephant,27664,0.001257334,0.005836576,0,0,0.006908463,0,0,cluster_0
NILKIM TEKNIK KIMYA SAN. TIC. LDT.ŞTİ,28534,0.003911707,0.004863813,0,0,0.005181347,0,0,cluster_0
Lalkim,2541,0.001955854,0.006809339,0,0,0.005181347,0,0,cluster_0
Idai Nature,25605,9.78E-04,0.007782101,0,0,0.005181347,0,0,cluster_0
Nova Polymers Maciej Rytko,15009,0.001257334,0,0.003164557,0,0,0,0,cluster_0
MAP SPACE COATINGS SAS,22659,0.001676446,0.008754864,0,0,0.003454231,0,0,cluster_0
EVANGELIA KYRKA & CO,25310,0.001676446,0.008754864,0,0,0.003454231,0,0,cluster_0
SANTEX MD S.R.L,25737,0.001676446,0.008754864,0,0,0.003454231,0,0,cluster_0
Puralab s.r.o.,25661,0.002095557,0.004863813,0,0,0.006908463,0,0,cluster_0
MARBEC srl,14522,0.001117631,0.005836576,0,0,0.006908463,0,0,cluster_0
"Ene Kolla, Soc. Ind. e Com. de Colas Lda",29374,0.001536742,0.001945525,0,0,0.010362694,0,0,cluster_0
"Lipis Pharma, d.o.o.",16136,0.001397038,0.010700389,0,0,0.001727116,0,0,cluster_0
Inotech Kunststofftechnik GmbH,34755,0.00181615,0.006809339,0,0,0.005181347,0,0,cluster_0
Caldic Belgium nv,3100,0.002235261,0.002918288,0,0,0.008635579,0,0,cluster_0
Zeller + Gmelin Gmbh & Co. Kg,941,0.001257334,0.003891051,0,0,0.008635579,0,0,cluster_0
Atlas döşeme malzemeleri sanayi ticaret ltd şti,20237,0.001117631,0,0.003164557,0,0,0,0,cluster_0
Wessex Resins and Adhesives Ltd,3177,1.40E-04,9.73E-04,0.003164557,0,0,0,0,cluster_0
Donauchem GmbH,20284,1.40E-04,9.73E-04,0.003164557,0,0,0,0,cluster_0
Ind. de Tintas Corfix,27611,0.001536742,0.008754864,0,0,0.003454231,0,0,cluster_0
Dr. Freist Automotive GmbH,21916,0.00293378,0.003891051,0,0,0.006908463,0,0,cluster_0
MRK-TRADE,12429,9.78E-04,0.005836576,0,0,0.006908463,0,0,cluster_0
Productos Disiclin S.A.,505,9.78E-04,0.005836576,0,0,0.006908463,0,0,cluster_0
Brodosplit d.d.,35769,0.001397038,0.001945525,0,0,0.010362694,0,0,cluster_0
Isagro SpA,20663,0.002235261,0.009727626,0,0,0.001727116,0,0,cluster_0
NLS Sağlık ve Lojistik Hizmetleri Ltd Şti,32375,0.001117631,0.003891051,0,0,0.008635579,0,0,cluster_0
TPI BLADE SERVICES EUROPE SL.,25159,0.001117631,0.003891051,0,0,0.008635579,0,0,cluster_0
Cabro S.p.A.,24977,0.001117631,0.003891051,0,0,0.008635579,0,0,cluster_0
VARVITSIOTIS PACKAGING,19333,9.78E-04,0.012645914,0,0,0,0,0,cluster_0
Marpol-Rischem Sp. z o.o.,30026,0.002374965,0.007782101,0,0,0.003454231,0,0,cluster_0
Covex S.A.,21946,0.002374965,0.007782101,0,0,0.003454231,0,0,cluster_0
Germaine de Capuccini,34123,0.001397038,0.008754864,0,0,0.003454231,0,0,cluster_0
Marwian GmbH,21581,4.19E-04,0.009727626,0,0,0.003454231,0,0,cluster_0
MORCHEM S.A.U.,2932,8.38E-04,0.005836576,0,0,0.006908463,0,0,cluster_0
TOZENITH,3387,8.38E-04,0.005836576,0,0,0.006908463,0,0,cluster_0
Travicar Tecnologia Agrícola,22836,0.001257334,0.001945525,0,0,0.010362694,0,0,cluster_0
DIAMALTERIA ITALIANA SRL,33210,0.002514669,0.005836576,0,0,0.005181347,0,0,cluster_0
Crypton LLC,1588,5.59E-04,0.007782101,0,0,0.005181347,0,0,cluster_0
Werner Schneider GmbH,1250,5.59E-04,0.007782101,0,0,0.005181347,0,0,cluster_0
NMC Stil Distribution SRL,20780,9.78E-04,0.003891051,0,0,0.008635579,0,0,cluster_0
Tarn-Pure Ltd,19468,8.38E-04,0.012645914,0,0,0,0,0,cluster_0
Silco Silver Kft,30178,0.002235261,0.007782101,0,0,0.003454231,0,0,cluster_0
AIM SOLDER EUROPE SP. Z O.O.,11117,0.001257334,0.008754864,0,0,0.003454231,0,0,cluster_0
Lentini Lab di Monica Lentini & C. S.a.s.,3923,0.001257334,0.008754864,0,0,0.003454231,0,0,cluster_0
Mare Spa,583,0.001397038,0.006809339,0,0,0.005181347,0,0,cluster_0
Greentech Plastics Ltd,23921,8.38E-04,0.003891051,0,0,0.008635579,0,0,cluster_0
Ingeteam Indar Machines S.L.,35553,0.001117631,0.008754864,0,0,0.003454231,0,0,cluster_0
COLOR-CHEMICALS doo,23315,0.001117631,0.008754864,0,0,0.003454231,0,0,cluster_0
Zotefoams PLC,34628,0.001536742,0.004863813,0,0,0.006908463,0,0,cluster_0
Graboplast Zrt.,22909,0.001536742,0.004863813,0,0,0.006908463,0,0,cluster_0
Teknos,5196,0.001536742,0.004863813,0,0,0.006908463,0,0,cluster_0
NKT HV Cables,33594,0.001536742,0.004863813,0,0,0.006908463,0,0,cluster_0
RNC SOFT,21390,0.00293378,0,0,0,0.010362694,0,0,cluster_0
Emek Laboratuvar Ürünleri San. Tic. Ltd. Şti.,28594,0.001955854,9.73E-04,0,0,0.010362694,0,0,cluster_0
Print Coatings Polska Sp. Z O.O.,17816,0.003772003,0.007782101,0,0,0.001727116,0,0,cluster_0
Baker Hughes,21288,8.38E-04,0.010700389,0,0,0.001727116,0,0,cluster_0
4D Chemicals s.r.o.,22279,0.001257334,0.006809339,0,0,0.005181347,0,0,cluster_0
HP Indigo,19105,5.59E-04,0,0.003164557,0,0,0,0,cluster_0
PolyEuro,18050,0.001536742,0.011673152,0,0,0,0,0,cluster_0
Textile Change,18591,0.001536742,0.011673152,0,0,0,0,0,cluster_0
KALLE GmbH,35524,0.00293378,0.006809339,0,0,0.003454231,0,0,cluster_0
JBL GmbH & Co. KG,1752,0.003352892,0.002918288,0,0,0.006908463,0,0,cluster_0
COMINDEX SA,25545,0.002374965,0.003891051,0,0,0.006908463,0,0,cluster_0
GAZZEA CONSULTING SRL,12680,0.002374965,0.003891051,0,0,0.006908463,0,0,cluster_0
"STAFOR, SIA",23741,0.001397038,0.004863813,0,0,0.006908463,0,0,cluster_0
AABITEC POSTCOSECHA SL,34630,0.001397038,0.004863813,0,0,0.006908463,0,0,cluster_0
Elleair İnt. Turkey,22725,0.00181615,9.73E-04,0,0,0.010362694,0,0,cluster_0
Colorificio Atria Srl,30162,0.001676446,0.009727626,0,0,0.001727116,0,0,cluster_0
Finnish Gas & Welding Equipment Oy,20781,6.99E-04,0.010700389,0,0,0.001727116,0,0,cluster_0
FMC Corporation,1950,0.007264599,0.005836576,0,0,0,0,0,cluster_0
Elton Corporation EOOD,22847,0.002514669,0.001945525,0,0,0.008635579,0,0,cluster_0
Vrhel Wasserlogistik GmbH,28318,0.002514669,0.001945525,0,0,0.008635579,0,0,cluster_0
WORLD OF RECYCLING,32636,0.001536742,0.002918288,0,0,0.008635579,0,0,cluster_0
Tresco Labs GmbH,20138,0.00181615,0.007782101,0,0,0.003454231,0,0,cluster_0
Makeen Energy,30114,0.00181615,0.007782101,0,0,0.003454231,0,0,cluster_0
MB 'Amesas',3603,8.38E-04,0.008754864,0,0,0.003454231,0,0,cluster_0
ALLNEX BELGIUM,33971,0.001676446,9.73E-04,0,0,0.010362694,0,0,cluster_0
Grino Water Solutions GmbH,34775,0.001955854,0.005836576,0,0,0.005181347,0,0,cluster_0
Arpadis Benelux,14033,0.002374965,0.001945525,0,0,0.008635579,0,0,cluster_0
TERRACOR INDUSTRIA E COMERCIO LTDA,2096,0.002374965,0.001945525,0,0,0.008635579,0,0,cluster_0
Esmil Process Systems Ltd,30953,0.001397038,0.002918288,0,0,0.008635579,0,0,cluster_0
Colorificio Giovanazzi Srl,18567,2.79E-04,0,0.003164557,0,0,0,0,cluster_0
lavesan srl,13111,2.79E-04,0,0.003164557,0,0,0,0,cluster_0
lempriere wool,18770,2.79E-04,0,0.003164557,0,0,0,0,cluster_0
Woster Sp. z o.o.,14401,2.79E-04,0,0.003164557,0,0,0,0,cluster_0
Best Stage Grup,20916,0.004610226,0.004863813,0,0,0.003454231,0,0,cluster_0
CHIP WOOD,24826,0.001676446,0.007782101,0,0,0.003454231,0,0,cluster_0
SC EUROLUC SRL,33551,0.001117631,0.004863813,0,0,0.006908463,0,0,cluster_0
Just Slik srl,23791,0.001117631,0.004863813,0,0,0.006908463,0,0,cluster_0
EPOKS KİMYEVİ ÜRÜNLER SANAYİ VE TİCARET LİMİTED ŞİRKETİ,28439,0.001117631,0.004863813,0,0,0.006908463,0,0,cluster_0
Wiesmann UK Ltd,23458,0.001536742,9.73E-04,0,0,0.010362694,0,0,cluster_0
Universal Trading,27231,0.002794077,0.004863813,0,0,0.005181347,0,0,cluster_0
HSO Herbert Schmidt GmbH & Co. KG,20478,0.002794077,0.004863813,0,0,0.005181347,0,0,cluster_0
COFIL MANUFACTURA SL,15597,8.38E-04,0.006809339,0,0,0.005181347,0,0,cluster_0
CEU DYNAMICS LDA,21232,8.38E-04,0.006809339,0,0,0.005181347,0,0,cluster_0
Dah Chung Trading Co Ltd,28948,0.003213188,9.73E-04,0,0,0.008635579,0,0,cluster_0
DRP LENTI S.R.L.,29004,0.001257334,0.002918288,0,0,0.008635579,0,0,cluster_0
Scandichem DK ApS,35922,0.001257334,0.002918288,0,0,0.008635579,0,0,cluster_0
Polykeg,23077,0.001257334,0.002918288,0,0,0.008635579,0,0,cluster_0
Arhom Ltd.,18510,1.40E-04,0,0.003164557,0,0,0,0,cluster_0
morrells woodfinishes,18415,0.001117631,0.011673152,0,0,0,0,0,cluster_0
DDW the colour house,29821,0.001536742,0.007782101,0,0,0.003454231,0,0,cluster_0
Medicom-In,34717,0.001955854,0.003891051,0,0,0.006908463,0,0,cluster_0
Tamilnadu Engineering & Lubricants,31941,0.001955854,0.003891051,0,0,0.006908463,0,0,cluster_0
An Loc Phat International Joint Stock Company,24178,0.001955854,0.003891051,0,0,0.006908463,0,0,cluster_0
DAW SE,4903,9.78E-04,0.004863813,0,0,0.006908463,0,0,cluster_0
EPOLTECH SL,25402,9.78E-04,0.004863813,0,0,0.006908463,0,0,cluster_0
CLEVER BIOSCIENCE SRL,32418,0.001676446,0.005836576,0,0,0.005181347,0,0,cluster_0
SABOARIA E PERFUMARIA CONFIANÇA,35058,0.001676446,0.005836576,0,0,0.005181347,0,0,cluster_0
EARL la Riolière,23354,0.002095557,0.001945525,0,0,0.008635579,0,0,cluster_0
Laverana GmbH & Co. KG,33548,0.001117631,0.002918288,0,0,0.008635579,0,0,cluster_0
R & O lab,35324,0.001117631,0.002918288,0,0,0.008635579,0,0,cluster_0
Perlagro UK,27994,0.001397038,0.007782101,0,0,0.003454231,0,0,cluster_0
Rayon Ink Technologies,31236,0.00181615,0.003891051,0,0,0.006908463,0,0,cluster_0
ion beam services,24192,0.001257334,9.73E-04,0,0,0.010362694,0,0,cluster_0
Co.Ri.Metal SRL,32205,0.001536742,0.005836576,0,0,0.005181347,0,0,cluster_0
Medicopharmacia d.o.o.,34513,0.001536742,0.005836576,0,0,0.005181347,0,0,cluster_0
SMALLOPS SL.,35089,0.001536742,0.005836576,0,0,0.005181347,0,0,cluster_0
Mina's Honning,21697,5.59E-04,0.006809339,0,0,0.005181347,0,0,cluster_0
Newpark Drilling Fluids SpA,16816,5.59E-04,0.006809339,0,0,0.005181347,0,0,cluster_0
VINAY TRADING COMPANY,1545,0.005727857,0.006809339,0,0,0,0,0,cluster_0
Ralph and sons,30824,0.002235261,0.006809339,0,0,0.003454231,0,0,cluster_0
KADION ESPECIALIDADES QUIMICAS,30723,0.001676446,0.003891051,0,0,0.006908463,0,0,cluster_0
PreMedia S.A.,28471,0.001676446,0.003891051,0,0,0.006908463,0,0,cluster_0
A.C.M. DI MENIS NEREO SRL,32780,0.001676446,0.003891051,0,0,0.006908463,0,0,cluster_0
DENGE KİMYA VE TEKSTİL SAN. TİC. A.Ş.,27700,0.001676446,0.003891051,0,0,0.006908463,0,0,cluster_0
PT Polychemie Asia Pacific Permai,30707,0.002095557,0,0,0,0.010362694,0,0,cluster_0
LG ITALIA SRL,32490,0.001117631,9.73E-04,0,0,0.010362694,0,0,cluster_0
Euroterm d.o.o,19190,0.002374965,0.004863813,0,0,0.005181347,0,0,cluster_0
Eden Research plc,25662,0.001397038,0.005836576,0,0,0.005181347,0,0,cluster_0
AGRIBIOS ITALIANA,22916,0.001397038,0.005836576,0,0,0.005181347,0,0,cluster_0
KEDALI Hungary Kft.,28834,0.00181615,0.001945525,0,0,0.008635579,0,0,cluster_0
Industrias Titan,22966,0.00181615,0.001945525,0,0,0.008635579,0,0,cluster_0
Cultum Oy,18015,0.001676446,0.010700389,0,0,0,0,0,cluster_0
Hair Systems Europe,19474,6.99E-04,0.011673152,0,0,0,0,0,cluster_0
Cromatos Srl,885,0.001117631,0.007782101,0,0,0.003454231,0,0,cluster_0
Bio-Fungi Kft.,30599,0.002514669,0.002918288,0,0,0.006908463,0,0,cluster_0
GriP Safety Coatings AG,31114,0.001536742,0.003891051,0,0,0.006908463,0,0,cluster_0
Endutex,28756,0.001536742,0.003891051,0,0,0.006908463,0,0,cluster_0
Cwenga Technologies,25328,0.001955854,0,0,0,0.010362694,0,0,cluster_0
Magilab Kft.,23566,0.003772003,0.006809339,0,0,0.001727116,0,0,cluster_0
IDT Australia Ltd,23274,0.00181615,0.008754864,0,0,0.001727116,0,0,cluster_0
AE & G Ltd,33619,0.002235261,0.004863813,0,0,0.005181347,0,0,cluster_0
MyGreen LTD,33219,0.002235261,0.004863813,0,0,0.005181347,0,0,cluster_0
FORM PLASTİK SAN.VETİC.LTD.ŞTİ.,33345,0.001676446,0.001945525,0,0,0.008635579,0,0,cluster_0
Solvay SA,15542,6.99E-04,0.002918288,0,0,0.008635579,0,0,cluster_0
cyberflavour,28169,0.003911707,0.004863813,0,0,0.003454231,0,0,cluster_0
Devonshire House General Trading LLC,25569,0.001955854,0.006809339,0,0,0.003454231,0,0,cluster_0
Phytomedica Polska,22804,9.78E-04,0.007782101,0,0,0.003454231,0,0,cluster_0
NIMOvloeren,34251,0.002374965,0.002918288,0,0,0.006908463,0,0,cluster_0
Schoos Export GmbH,12236,0.00181615,0.006809339,0,0,0.003454231,0,0,cluster_0
Wolds Manufacturing Services Limited,26150,0.001257334,0.003891051,0,0,0.006908463,0,0,cluster_0
AGROSYNTHESIS LTD,35545,6.99E-04,9.73E-04,0,0,0.010362694,0,0,cluster_0
Heytex Bramsche GmbH,10554,0.002514669,0.007782101,0,0,0.001727116,0,0,cluster_0
Pectro s.l. FlexoColor,11856,0.00293378,0.003891051,0,0,0.005181347,0,0,cluster_0
Kassner Bau Gmbh,30172,0.001955854,0.004863813,0,0,0.005181347,0,0,cluster_0
Colorificio Imperial,27274,9.78E-04,0.005836576,0,0,0.005181347,0,0,cluster_0
Atlas SHA,33961,0.001397038,0.001945525,0,0,0.008635579,0,0,cluster_0
CPH Chemicals,17669,0.001257334,0.010700389,0,0,0,0,0,cluster_0
GROUP K EUROPE SRL,12878,0.004610226,0.003891051,0,0,0.003454231,0,0,cluster_0
Vattenfall B.V.,34550,0.002654373,0.005836576,0,0,0.003454231,0,0,cluster_0
General Mills International Sàrl,23214,0.001676446,0.006809339,0,0,0.003454231,0,0,cluster_0
Jiahua Netherlands BV,25111,0.001117631,0.003891051,0,0,0.006908463,0,0,cluster_0
Balasis-papagiannakis,23102,0.002374965,0.007782101,0,0,0.001727116,0,0,cluster_0
KEMPLAST d.o.o.,3214,0.002374965,0.007782101,0,0,0.001727116,0,0,cluster_0
